,Fecha,Latitud,Longitud,altura,V_radial,Reflectividad
3815,2020-08-18_00:00:06,4.212,-75.313,7489.3,-4.407,16.089
3816,2020-08-18_00:00:06,4.293,-75.313,4835.3,4.901,16.500
3817,2020-08-18_00:00:06,4.293,-75.313,6071.8,-6.228,18.951
3818,2020-08-18_00:00:06,4.293,-75.313,7308.0,-4.185,16.711
3819,2020-08-18_00:00:06,4.374,-75.313,4754.3,4.249,13.531
3820,2020-08-18_00:00:06,4.374,-75.313,5952.7,-4.467,15.623
3821,2020-08-18_00:00:06,4.374,-75.313,7149.7,-3.648,12.853
3822,2020-08-18_00:00:06,4.455,-75.313,4684.8,-3.095,9.949
3823,2020-08-18_00:00:06,4.455,-75.313,5845.7,-4.424,12.958
3824,2020-08-18_00:00:06,4.455,-75.313,7006.7,-4.669,8.778
3825,2020-08-18_00:00:06,4.536,-75.313,5754.6,0.000,10.526
3826,2020-08-18_00:00:06,4.536,-75.313,6884.4,-3.620,9.118
3827,2020-08-18_00:00:06,4.617,-75.313,5673.2,0.000,10.906
3828,2020-08-18_00:00:06,4.698,-75.313,4532.8,1.372,13.786
3829,2020-08-18_00:00:06,4.698,-75.313,5613.1,3.650,14.357
3830,2020-08-18_00:00:06,4.778,-75.313,4496.1,2.374,15.283
3831,2020-08-18_00:00:06,4.778,-75.313,5555.9,3.547,17.698
3832,2020-08-18_00:00:06,4.778,-75.313,6618.1,-4.302,13.568
3833,2020-08-18_00:00:06,4.940,-75.313,5501.6,0.000,14.357
3834,2020-08-18_00:00:06,5.021,-75.313,5498.1,0.000,11.250
3835,2020-08-18_00:00:06,6.557,-75.313,6195.7,6.109,15.917
3836,2020-08-18_00:00:06,6.638,-75.313,6371.4,-2.156,16.017
3837,2020-08-18_00:00:06,6.719,-75.313,6572.9,-5.254,20.970
3838,2020-08-18_00:00:06,6.799,-75.313,6778.0,0.002,20.284
3839,2020-08-18_00:00:06,6.880,-75.313,6996.3,3.738,16.413
3840,2020-08-18_00:00:06,6.961,-75.313,7219.5,0.000,16.417
3841,2020-08-18_00:00:06,3.323,-75.232,6400.4,4.323,16.059
3842,2020-08-18_00:00:06,3.889,-75.232,6673.3,-4.979,12.375
3843,2020-08-18_00:00:06,3.970,-75.232,6490.4,-4.407,10.375
3844,2020-08-18_00:00:06,3.970,-75.232,7861.0,-4.826,9.167
3845,2020-08-18_00:00:06,4.051,-75.232,6323.4,-4.026,9.719
3846,2020-08-18_00:00:06,4.051,-75.232,7639.9,-3.468,12.500
3847,2020-08-18_00:00:06,4.132,-75.232,4897.4,-4.365,12.136
3848,2020-08-18_00:00:06,4.132,-75.232,6164.6,-4.311,15.020
3849,2020-08-18_00:00:06,4.132,-75.232,7430.8,-3.155,15.844
3850,2020-08-18_00:00:06,4.212,-75.232,4798.7,5.522,15.375
3851,2020-08-18_00:00:06,4.212,-75.232,6019.8,-5.572,17.223
3852,2020-08-18_00:00:06,4.212,-75.232,7239.6,-4.039,14.904
3853,2020-08-18_00:00:06,4.293,-75.232,4708.0,1.626,13.893
3854,2020-08-18_00:00:06,4.293,-75.232,5883.2,-5.766,13.176
3855,2020-08-18_00:00:06,4.293,-75.232,7056.8,-3.861,11.756
3856,2020-08-18_00:00:06,4.374,-75.232,5759.7,-4.374,11.795
3857,2020-08-18_00:00:06,4.374,-75.232,6891.2,-3.607,11.289
3858,2020-08-18_00:00:06,4.455,-75.232,5654.0,-5.858,10.714
3859,2020-08-18_00:00:06,4.455,-75.232,6748.6,-3.982,9.385
3860,2020-08-18_00:00:06,4.536,-75.232,5555.6,-3.554,10.705
3861,2020-08-18_00:00:06,4.536,-75.232,6615.1,-4.177,8.902
3862,2020-08-18_00:00:06,4.617,-75.232,5478.5,-6.453,9.386
3863,2020-08-18_00:00:06,4.617,-75.232,6509.9,-4.195,9.968
3864,2020-08-18_00:00:06,4.698,-75.232,4404.0,0.581,13.875
3865,2020-08-18_00:00:06,4.698,-75.232,5411.7,3.311,13.566
3866,2020-08-18_00:00:06,4.698,-75.232,6418.4,-4.833,12.982
3867,2020-08-18_00:00:06,4.778,-75.232,4368.3,0.928,14.643
3868,2020-08-18_00:00:06,4.778,-75.232,5353.5,2.807,17.290
3869,2020-08-18_00:00:06,4.778,-75.232,6340.0,-5.581,15.732
3870,2020-08-18_00:00:06,4.940,-75.232,4333.1,1.695,18.069
3871,2020-08-18_00:00:06,4.940,-75.232,5298.3,0.000,18.125
3872,2020-08-18_00:00:06,5.021,-75.232,4332.1,2.875,12.702
3873,2020-08-18_00:00:06,5.021,-75.232,5295.0,0.000,13.096
3874,2020-08-18_00:00:06,5.021,-75.232,6257.7,-1.312,11.405
3875,2020-08-18_00:00:06,5.102,-75.232,4335.7,4.474,9.991
3876,2020-08-18_00:00:06,5.102,-75.232,5300.9,-1.826,13.537
3877,2020-08-18_00:00:06,5.102,-75.232,6267.4,-1.842,8.765
3878,2020-08-18_00:00:06,5.344,-75.232,5423.4,0.000,7.250
3879,2020-08-18_00:00:06,6.638,-75.232,6245.1,-6.316,15.938
3880,2020-08-18_00:00:06,6.719,-75.232,6444.6,-5.612,20.062
3881,2020-08-18_00:00:06,6.799,-75.232,6649.3,-0.549,21.524
3882,2020-08-18_00:00:06,6.961,-75.232,7093.2,0.000,15.500
3883,2020-08-18_00:00:06,3.161,-75.151,6702.5,0.000,16.250
3884,2020-08-18_00:00:06,3.242,-75.151,6489.9,0.000,16.000
3885,2020-08-18_00:00:06,3.323,-75.151,6287.9,5.333,16.378
3886,2020-08-18_00:00:06,3.404,-75.151,6095.9,0.870,14.088
3887,2020-08-18_00:00:06,3.808,-75.151,6697.6,-5.180,11.000
3888,2020-08-18_00:00:06,3.889,-75.151,6501.6,-4.488,12.557
3889,2020-08-18_00:00:06,3.889,-75.151,7878.2,-4.947,10.113
3890,2020-08-18_00:00:06,3.970,-75.151,6322.2,-4.162,10.636
3891,2020-08-18_00:00:06,3.970,-75.151,7638.3,-4.414,9.134
3892,2020-08-18_00:00:06,4.051,-75.151,6149.1,-4.423,14.672
3893,2020-08-18_00:00:06,4.051,-75.151,7410.3,-3.946,13.229
3894,2020-08-18_00:00:06,4.132,-75.151,4778.5,-5.495,14.306
3895,2020-08-18_00:00:06,4.132,-75.151,5987.2,-4.967,14.972
3896,2020-08-18_00:00:06,4.132,-75.151,7195.6,-3.662,12.119
3897,2020-08-18_00:00:06,4.212,-75.151,5837.5,-5.235,11.667
3898,2020-08-18_00:00:06,4.212,-75.151,6998.2,-3.993,9.979
3899,2020-08-18_00:00:06,4.374,-75.151,5577.8,-4.939,10.287
3900,2020-08-18_00:00:06,4.374,-75.151,6645.2,-3.465,11.722
3901,2020-08-18_00:00:06,4.455,-75.151,5472.1,-5.135,11.345
3902,2020-08-18_00:00:06,4.455,-75.151,6501.2,-3.881,10.760
3903,2020-08-18_00:00:06,4.536,-75.151,5370.6,-2.387,13.581
3904,2020-08-18_00:00:06,4.536,-75.151,6362.0,-4.008,12.872
3905,2020-08-18_00:00:06,4.617,-75.151,5287.7,-1.259,13.236
3906,2020-08-18_00:00:06,4.617,-75.151,6247.7,-4.600,15.885
3907,2020-08-18_00:00:06,4.698,-75.151,4285.5,0.969,12.845
3908,2020-08-18_00:00:06,4.698,-75.151,5220.1,3.678,16.293
3909,2020-08-18_00:00:06,4.698,-75.151,6155.5,-5.817,15.172
3910,2020-08-18_00:00:06,4.778,-75.151,4251.2,0.918,15.972
3911,2020-08-18_00:00:06,4.778,-75.151,5162.6,2.812,17.568
3912,2020-08-18_00:00:06,4.778,-75.151,6073.9,-5.102,13.280
3913,2020-08-18_00:00:06,4.940,-75.151,4214.3,2.249,25.008
3914,2020-08-18_00:00:06,4.940,-75.151,5103.0,0.000,22.729
3915,2020-08-18_00:00:06,4.940,-75.151,5990.5,-2.388,17.198
3916,2020-08-18_00:00:06,5.021,-75.151,4211.3,2.924,16.287
3917,2020-08-18_00:00:06,5.021,-75.151,5981.0,-1.620,12.147
3918,2020-08-18_00:00:06,5.102,-75.151,4220.5,3.906,18.163
3919,2020-08-18_00:00:06,5.102,-75.151,5111.6,-4.209,15.382
3920,2020-08-18_00:00:06,5.102,-75.151,6003.9,-2.705,10.411
3921,2020-08-18_00:00:06,5.183,-75.151,4236.1,5.181,12.136
3922,2020-08-18_00:00:06,5.183,-75.151,5137.6,-5.876,11.615
3923,2020-08-18_00:00:06,5.183,-75.151,6040.3,-2.903,7.100
3924,2020-08-18_00:00:06,5.344,-75.151,5231.8,0.000,6.961
3925,2020-08-18_00:00:06,6.638,-75.151,6133.9,-6.155,17.917
3926,2020-08-18_00:00:06,6.719,-75.151,6332.0,-4.952,21.287
3927,2020-08-18_00:00:06,6.799,-75.151,6535.6,-4.576,18.727
3928,2020-08-18_00:00:06,6.880,-75.151,6750.2,-3.005,16.682
3929,2020-08-18_00:00:06,3.161,-75.070,6594.7,0.000,14.250
3930,2020-08-18_00:00:06,3.242,-75.070,6383.7,0.387,15.597
3931,2020-08-18_00:00:06,3.323,-75.070,6181.2,4.978,16.578
3932,2020-08-18_00:00:06,3.404,-75.070,5987.0,2.435,14.319
3933,2020-08-18_00:00:06,3.808,-75.070,6549.4,-5.194,12.227
3934,2020-08-18_00:00:06,3.808,-75.070,7937.1,-5.395,10.318
3935,2020-08-18_00:00:06,3.889,-75.070,5027.1,-5.071,10.536
3936,2020-08-18_00:00:06,3.889,-75.070,6353.1,-4.620,11.113
3937,2020-08-18_00:00:06,3.889,-75.070,7680.7,-4.759,10.450
3938,2020-08-18_00:00:06,3.970,-75.070,4900.2,-5.529,12.167
3939,2020-08-18_00:00:06,3.970,-75.070,6167.7,-4.798,13.067
3940,2020-08-18_00:00:06,3.970,-75.070,7435.0,-4.265,11.086
3941,2020-08-18_00:00:06,4.051,-75.070,4778.8,-5.089,13.202
3942,2020-08-18_00:00:06,4.051,-75.070,5987.7,-4.861,12.473
3943,2020-08-18_00:00:06,4.051,-75.070,7196.2,-4.223,10.269
3944,2020-08-18_00:00:06,4.132,-75.070,4670.6,-5.421,10.659
3945,2020-08-18_00:00:06,4.132,-75.070,5824.5,-4.850,11.664
3946,2020-08-18_00:00:06,4.132,-75.070,6980.7,-3.986,9.664
3947,2020-08-18_00:00:06,4.212,-75.070,5673.7,-4.762,9.021
3948,2020-08-18_00:00:06,4.212,-75.070,6776.8,-4.418,8.667
3949,2020-08-18_00:00:06,4.293,-75.070,5534.6,-4.085,10.861
3950,2020-08-18_00:00:06,4.293,-75.070,6586.5,-4.388,9.345
3951,2020-08-18_00:00:06,4.374,-75.070,5407.4,-4.433,12.854
3952,2020-08-18_00:00:06,4.374,-75.070,6412.5,-3.393,10.688
3953,2020-08-18_00:00:06,4.455,-75.070,5293.8,-4.229,14.668
3954,2020-08-18_00:00:06,4.455,-75.070,6256.1,-3.150,14.245
3955,2020-08-18_00:00:06,4.536,-75.070,5194.6,-3.279,15.017
3956,2020-08-18_00:00:06,4.536,-75.070,6118.5,-2.974,14.860
3957,2020-08-18_00:00:06,4.617,-75.070,5110.3,0.000,12.589
3958,2020-08-18_00:00:06,4.617,-75.070,6000.7,-4.242,14.042
3959,2020-08-18_00:00:06,4.698,-75.070,4177.1,-0.393,11.772
3960,2020-08-18_00:00:06,4.698,-75.070,5038.8,0.000,13.073
3961,2020-08-18_00:00:06,4.698,-75.070,5902.1,-5.598,10.642
3962,2020-08-18_00:00:06,4.778,-75.070,4144.0,0.805,15.442
3963,2020-08-18_00:00:06,4.778,-75.070,4982.4,4.942,13.893
3964,2020-08-18_00:00:06,4.778,-75.070,5820.6,-4.686,8.358
3965,2020-08-18_00:00:06,4.859,-75.070,4126.4,1.983,14.845
3966,2020-08-18_00:00:06,4.859,-75.070,4952.2,3.319,12.069
3967,2020-08-18_00:00:06,4.859,-75.070,5777.9,-6.164,6.643
3968,2020-08-18_00:00:06,4.940,-75.070,4106.1,1.223,21.795
3969,2020-08-18_00:00:06,4.940,-75.070,4917.3,-0.225,17.663
3970,2020-08-18_00:00:06,4.940,-75.070,5728.2,-1.557,14.625
3971,2020-08-18_00:00:06,4.940,-75.070,7433.5,-3.175,8.595
3972,2020-08-18_00:00:06,5.021,-75.070,4106.1,3.280,17.336
3973,2020-08-18_00:00:06,5.021,-75.070,4917.3,-2.203,16.799
3974,2020-08-18_00:00:06,5.021,-75.070,5728.2,-1.574,15.095
3975,2020-08-18_00:00:06,5.021,-75.070,7423.2,-3.175,5.537
3976,2020-08-18_00:00:06,5.102,-75.070,4111.9,3.437,11.875
3977,2020-08-18_00:00:06,5.102,-75.070,4927.2,-1.570,9.659
3978,2020-08-18_00:00:06,5.102,-75.070,5742.3,-1.737,8.000
3979,2020-08-18_00:00:06,5.263,-75.070,4994.9,4.472,5.875
3980,2020-08-18_00:00:06,5.263,-75.070,5838.4,0.000,6.455
3981,2020-08-18_00:00:06,6.638,-75.070,6026.9,-5.393,24.300
3982,2020-08-18_00:00:06,6.719,-75.070,6222.4,-4.798,21.758
3983,2020-08-18_00:00:06,6.799,-75.070,6424.4,-4.270,17.189
3984,2020-08-18_00:00:06,6.880,-75.070,6637.4,-3.731,15.375
3985,2020-08-18_00:00:06,3.000,-74.989,6955.4,-3.331,17.769
3986,2020-08-18_00:00:06,3.081,-74.989,6721.8,-2.753,19.294
3987,2020-08-18_00:00:06,3.323,-74.989,6081.7,4.241,16.225
3988,2020-08-18_00:00:06,3.404,-74.989,5889.9,0.000,14.283
3989,2020-08-18_00:00:06,3.727,-74.989,5208.2,-6.033,10.000
3990,2020-08-18_00:00:06,3.727,-74.989,6616.5,-5.810,10.682
3991,2020-08-18_00:00:06,3.808,-74.989,6405.9,-5.376,11.341
3992,2020-08-18_00:00:06,3.808,-74.989,7748.1,-4.476,11.076
3993,2020-08-18_00:00:06,3.889,-74.989,4926.1,-5.502,13.524
3994,2020-08-18_00:00:06,3.889,-74.989,6207.1,-4.728,13.344
3995,2020-08-18_00:00:06,3.889,-74.989,7486.9,-4.259,10.260
3996,2020-08-18_00:00:06,3.970,-74.989,4798.1,-5.687,12.971
3997,2020-08-18_00:00:06,3.970,-74.989,6018.5,-4.809,11.385
3998,2020-08-18_00:00:06,3.970,-74.989,7237.2,-4.078,9.011
3999,2020-08-18_00:00:06,4.051,-74.989,5838.7,-5.102,9.057
4000,2020-08-18_00:00:06,4.132,-74.989,5677.0,-5.299,9.633
4001,2020-08-18_00:00:06,4.212,-74.989,5520.9,-5.340,9.384
4002,2020-08-18_00:00:06,4.212,-74.989,6570.2,-5.244,11.485
4003,2020-08-18_00:00:06,4.293,-74.989,5378.8,-4.958,9.778
4004,2020-08-18_00:00:06,4.293,-74.989,6373.3,-5.567,11.210
4005,2020-08-18_00:00:06,4.374,-74.989,4304.3,-0.076,9.961
4006,2020-08-18_00:00:06,4.374,-74.989,5249.9,0.000,9.548
4007,2020-08-18_00:00:06,4.374,-74.989,6196.2,-4.113,8.704
4008,2020-08-18_00:00:06,4.455,-74.989,4233.2,-0.671,8.921
4009,2020-08-18_00:00:06,4.455,-74.989,5132.7,-4.744,11.534
4010,2020-08-18_00:00:06,4.455,-74.989,6032.2,-2.908,9.364
4011,2020-08-18_00:00:06,4.536,-74.989,5031.9,-4.819,9.734
4012,2020-08-18_00:00:06,4.536,-74.989,5892.9,-2.918,9.308
4013,2020-08-18_00:00:06,4.617,-74.989,4943.6,1.906,8.095
4014,2020-08-18_00:00:06,4.617,-74.989,5766.2,-3.914,8.688
4015,2020-08-18_00:00:06,4.698,-74.989,4078.9,0.147,9.195
4016,2020-08-18_00:00:06,4.698,-74.989,4869.8,4.297,11.796
4017,2020-08-18_00:00:06,4.698,-74.989,5662.0,-5.278,11.802
4018,2020-08-18_00:00:06,4.778,-74.989,4045.4,1.067,14.064
4019,2020-08-18_00:00:06,4.778,-74.989,4810.6,3.558,14.986
4020,2020-08-18_00:00:06,4.778,-74.989,5576.5,0.722,12.189
4021,2020-08-18_00:00:06,4.859,-74.989,4024.3,2.536,16.463
4022,2020-08-18_00:00:06,4.859,-74.989,4773.0,3.766,14.960
4023,2020-08-18_00:00:06,4.859,-74.989,5523.1,-0.420,10.821
4024,2020-08-18_00:00:06,4.940,-74.989,4007.5,-0.411,7.536
4025,2020-08-18_00:00:06,4.940,-74.989,4742.7,0.000,8.231
4026,2020-08-18_00:00:06,4.940,-74.989,5477.7,-1.357,10.724
4027,2020-08-18_00:00:06,4.940,-74.989,7019.3,-3.413,7.829
4028,2020-08-18_00:00:06,5.021,-74.989,4007.5,2.314,10.037
4029,2020-08-18_00:00:06,5.021,-74.989,4742.7,-4.292,10.909
4030,2020-08-18_00:00:06,5.021,-74.989,5477.7,-1.682,13.078
4031,2020-08-18_00:00:06,5.021,-74.989,7014.1,-4.237,8.876
4032,2020-08-18_00:00:06,5.102,-74.989,4751.8,-4.984,5.000
4033,2020-08-18_00:00:06,5.102,-74.989,5491.0,-2.479,6.409
4034,2020-08-18_00:00:06,5.102,-74.989,7039.3,-6.138,4.316
4035,2020-08-18_00:00:06,5.183,-74.989,4026.5,5.377,8.500
4036,2020-08-18_00:00:06,5.183,-74.989,4776.9,5.613,6.000
4037,2020-08-18_00:00:06,5.263,-74.989,4052.0,4.123,12.331
4038,2020-08-18_00:00:06,5.263,-74.989,4822.3,4.564,12.588
4039,2020-08-18_00:00:06,5.263,-74.989,5592.5,-4.803,10.783
4040,2020-08-18_00:00:06,5.344,-74.989,4086.6,4.392,10.500
4041,2020-08-18_00:00:06,5.344,-74.989,4883.3,3.633,9.292
4042,2020-08-18_00:00:06,5.344,-74.989,5680.5,-5.938,8.900
4043,2020-08-18_00:00:06,5.425,-74.989,4959.6,0.000,5.333
4044,2020-08-18_00:00:06,5.506,-74.989,5052.6,2.578,11.882
4045,2020-08-18_00:00:06,5.506,-74.989,5919.7,-3.332,12.722
4046,2020-08-18_00:00:06,5.587,-74.989,5156.8,0.727,12.630
4047,2020-08-18_00:00:06,5.587,-74.989,6066.2,-5.421,14.667
4048,2020-08-18_00:00:06,5.668,-74.989,4321.3,0.000,7.167
4049,2020-08-18_00:00:06,5.668,-74.989,5277.6,-4.224,9.800
4050,2020-08-18_00:00:06,5.668,-74.989,6235.0,-4.013,11.902
4051,2020-08-18_00:00:06,5.748,-74.989,4400.6,-5.267,11.429
4052,2020-08-18_00:00:06,5.748,-74.989,5406.8,0.765,17.667
4053,2020-08-18_00:00:06,5.748,-74.989,6411.7,3.683,16.914
4054,2020-08-18_00:00:06,5.910,-74.989,4593.4,4.407,9.000
4055,2020-08-18_00:00:06,5.910,-74.989,5707.4,2.192,13.286
4056,2020-08-18_00:00:06,5.910,-74.989,6820.8,-4.452,17.000
4057,2020-08-18_00:00:06,5.991,-74.989,4706.3,3.945,9.708
4058,2020-08-18_00:00:06,5.991,-74.989,5878.6,4.385,15.058
4059,2020-08-18_00:00:06,5.991,-74.989,7052.8,0.387,15.000
4060,2020-08-18_00:00:06,6.719,-74.989,6117.3,-6.112,25.357
4061,2020-08-18_00:00:06,3.000,-74.907,6868.1,0.000,16.048
4062,2020-08-18_00:00:06,3.727,-74.907,5121.2,-4.921,12.943
4063,2020-08-18_00:00:06,3.727,-74.907,6489.2,-5.351,11.667
4064,2020-08-18_00:00:06,3.808,-74.907,4977.9,-4.425,13.867
4065,2020-08-18_00:00:06,3.808,-74.907,6281.6,-5.047,12.720
4066,2020-08-18_00:00:06,3.808,-74.907,7584.9,-4.293,10.431
4067,2020-08-18_00:00:06,3.889,-74.907,4838.2,-5.299,14.125
4068,2020-08-18_00:00:06,3.889,-74.907,6076.1,-4.598,11.120
4069,2020-08-18_00:00:06,3.889,-74.907,7313.4,-4.276,9.907
4070,2020-08-18_00:00:06,3.970,-74.907,4708.9,-3.830,7.911
4071,2020-08-18_00:00:06,3.970,-74.907,5882.7,-4.789,9.368
4072,2020-08-18_00:00:06,4.051,-74.907,5706.2,-4.924,8.651
4073,2020-08-18_00:00:06,4.132,-74.907,5539.8,-5.550,8.591
4074,2020-08-18_00:00:06,4.132,-74.907,6593.6,-5.089,8.423
4075,2020-08-18_00:00:06,4.212,-74.907,5381.8,-5.471,13.424
4076,2020-08-18_00:00:06,4.212,-74.907,6378.5,-5.891,11.165
4077,2020-08-18_00:00:06,4.293,-74.907,4295.7,-0.302,8.258
4078,2020-08-18_00:00:06,4.293,-74.907,5236.2,-4.699,10.562
4079,2020-08-18_00:00:06,4.293,-74.907,6176.4,-5.663,9.104
4080,2020-08-18_00:00:06,4.374,-74.907,4214.2,-1.128,7.275
4081,2020-08-18_00:00:06,4.374,-74.907,5101.1,-4.766,9.361
4082,2020-08-18_00:00:06,4.374,-74.907,5989.2,-4.358,7.620
4083,2020-08-18_00:00:06,4.374,-74.907,7852.6,-2.728,7.250
4084,2020-08-18_00:00:06,4.455,-74.907,4144.3,-0.630,7.167
4085,2020-08-18_00:00:06,4.455,-74.907,5821.4,-3.981,5.587
4086,2020-08-18_00:00:06,4.455,-74.907,7578.4,-3.008,7.071
4087,2020-08-18_00:00:06,4.536,-74.907,4878.7,-4.094,7.696
4088,2020-08-18_00:00:06,4.536,-74.907,5673.8,-3.808,9.371
4089,2020-08-18_00:00:06,4.617,-74.907,4785.1,-4.858,5.400
4090,2020-08-18_00:00:06,4.617,-74.907,5539.0,-4.287,6.278
4091,2020-08-18_00:00:06,4.698,-74.907,3989.7,0.360,10.419
4092,2020-08-18_00:00:06,4.698,-74.907,4710.4,3.290,9.914
4093,2020-08-18_00:00:06,4.698,-74.907,5431.0,-3.441,7.047
4094,2020-08-18_00:00:06,4.778,-74.907,3957.0,0.719,18.307
4095,2020-08-18_00:00:06,4.778,-74.907,4650.2,0.605,17.250
4096,2020-08-18_00:00:06,4.778,-74.907,5344.5,-4.441,11.094
4097,2020-08-18_00:00:06,4.778,-74.907,6795.1,-4.584,2.575
4098,2020-08-18_00:00:06,4.859,-74.907,3933.9,1.309,17.875
4099,2020-08-18_00:00:06,4.859,-74.907,4607.9,1.389,13.900
4100,2020-08-18_00:00:06,4.859,-74.907,6692.9,-3.419,3.000
4101,2020-08-18_00:00:06,4.940,-74.907,6614.5,-2.953,5.963
4102,2020-08-18_00:00:06,5.021,-74.907,3916.7,-1.754,6.047
4103,2020-08-18_00:00:06,5.021,-74.907,4574.5,-5.503,9.031
4104,2020-08-18_00:00:06,5.021,-74.907,5232.2,-4.120,7.273
4105,2020-08-18_00:00:06,5.021,-74.907,6606.9,-4.274,8.873
4106,2020-08-18_00:00:06,5.102,-74.907,4589.4,-5.660,7.500
4107,2020-08-18_00:00:06,5.102,-74.907,5255.1,-3.642,6.260
4108,2020-08-18_00:00:06,5.102,-74.907,6646.8,-6.154,6.028
4109,2020-08-18_00:00:06,5.263,-74.907,3963.3,3.215,12.500
4110,2020-08-18_00:00:06,5.263,-74.907,4661.9,-4.929,7.525
4111,2020-08-18_00:00:06,5.263,-74.907,5361.2,-5.204,7.858
4112,2020-08-18_00:00:06,5.263,-74.907,6822.6,-3.056,3.800
4113,2020-08-18_00:00:06,5.344,-74.907,3997.6,4.452,8.559
4114,2020-08-18_00:00:06,5.344,-74.907,4725.2,-3.068,8.905
4115,2020-08-18_00:00:06,5.344,-74.907,5454.1,-4.274,10.703
4116,2020-08-18_00:00:06,5.344,-74.907,6975.2,5.774,6.321
4117,2020-08-18_00:00:06,5.425,-74.907,4041.5,3.447,10.926
4118,2020-08-18_00:00:06,5.425,-74.907,4803.7,3.170,11.229
4119,2020-08-18_00:00:06,5.425,-74.907,5566.5,-4.726,11.606
4120,2020-08-18_00:00:06,5.425,-74.907,7162.1,-1.977,7.343
4121,2020-08-18_00:00:06,5.506,-74.907,5703.4,-4.367,6.595
4122,2020-08-18_00:00:06,5.506,-74.907,7387.2,-5.644,4.844
4123,2020-08-18_00:00:06,5.587,-74.907,5007.4,1.246,11.886
4124,2020-08-18_00:00:06,5.587,-74.907,5859.1,-4.625,16.396
4125,2020-08-18_00:00:06,5.668,-74.907,4232.0,-5.660,10.417
4126,2020-08-18_00:00:06,5.668,-74.907,5131.3,-4.529,13.833
4127,2020-08-18_00:00:06,5.668,-74.907,6031.2,-4.913,16.074
4128,2020-08-18_00:00:06,5.748,-74.907,4314.7,-5.289,15.481
4129,2020-08-18_00:00:06,5.748,-74.907,5267.0,-0.653,23.118
4130,2020-08-18_00:00:06,5.748,-74.907,6219.3,-1.977,26.319
4131,2020-08-18_00:00:06,5.910,-74.907,4506.6,5.269,11.375
4132,2020-08-18_00:00:06,5.910,-74.907,5572.3,5.857,13.960
4133,2020-08-18_00:00:06,5.910,-74.907,6637.8,-4.603,14.658
4134,2020-08-18_00:00:06,5.991,-74.907,4616.9,4.642,15.703
4135,2020-08-18_00:00:06,5.991,-74.907,5742.7,3.411,18.986
4136,2020-08-18_00:00:06,5.991,-74.907,6868.3,1.412,14.897
4137,2020-08-18_00:00:06,6.072,-74.907,4736.8,-2.485,9.707
4138,2020-08-18_00:00:06,6.072,-74.907,5924.6,1.987,10.447
4139,2020-08-18_00:00:06,6.153,-74.907,4865.2,-3.712,15.571
4140,2020-08-18_00:00:06,6.153,-74.907,6117.8,-4.559,13.365
4141,2020-08-18_00:00:06,6.638,-74.907,5843.1,-3.135,13.100
4142,2020-08-18_00:00:06,6.719,-74.907,6040.5,-3.882,16.278
4143,2020-08-18_00:00:06,3.000,-74.826,6788.5,-2.897,19.392
4144,2020-08-18_00:00:06,3.081,-74.826,6544.8,0.000,16.107
4145,2020-08-18_00:00:06,3.404,-74.826,5731.0,0.000,14.643
4146,2020-08-18_00:00:06,3.566,-74.826,5367.3,-1.422,13.536
4147,2020-08-18_00:00:06,3.727,-74.826,5042.8,-5.519,12.690
4148,2020-08-18_00:00:06,3.727,-74.826,6376.0,-5.911,11.705
4149,2020-08-18_00:00:06,3.808,-74.826,4897.0,-4.824,12.443
4150,2020-08-18_00:00:06,3.808,-74.826,6162.9,-5.313,12.019
4151,2020-08-18_00:00:06,3.808,-74.826,7430.0,-5.005,9.500
4152,2020-08-18_00:00:06,3.889,-74.826,4758.7,-4.564,12.464
4153,2020-08-18_00:00:06,3.889,-74.826,5957.6,-5.166,12.198
4154,2020-08-18_00:00:06,3.889,-74.826,7161.0,-4.512,8.000
4155,2020-08-18_00:00:06,3.970,-74.826,4631.6,-4.544,10.713
4156,2020-08-18_00:00:06,3.970,-74.826,5765.3,-4.766,9.120
4157,2020-08-18_00:00:06,4.051,-74.826,4513.3,-4.681,10.164
4158,2020-08-18_00:00:06,4.051,-74.826,5582.7,-4.721,8.452
4159,2020-08-18_00:00:06,4.132,-74.826,5414.0,-5.226,10.383
4160,2020-08-18_00:00:06,4.132,-74.826,6421.7,-5.381,7.490
4161,2020-08-18_00:00:06,4.212,-74.826,4306.0,-1.634,14.670
4162,2020-08-18_00:00:06,4.212,-74.826,5252.7,-5.858,14.223
4163,2020-08-18_00:00:06,4.212,-74.826,6199.9,-5.863,11.357
4164,2020-08-18_00:00:06,4.293,-74.826,4216.8,-1.656,12.490
4165,2020-08-18_00:00:06,4.293,-74.826,5105.5,-5.483,12.980
4166,2020-08-18_00:00:06,4.293,-74.826,5994.2,-5.744,10.484
4167,2020-08-18_00:00:06,4.374,-74.826,4136.5,-1.801,10.061
4168,2020-08-18_00:00:06,4.374,-74.826,4969.6,-5.671,10.894
4169,2020-08-18_00:00:06,4.374,-74.826,5802.6,-5.134,9.253
4170,2020-08-18_00:00:06,4.374,-74.826,7545.7,-2.659,7.343
4171,2020-08-18_00:00:06,4.455,-74.826,4847.5,-5.530,7.886
4172,2020-08-18_00:00:06,4.455,-74.826,5628.6,-4.632,10.040
4173,2020-08-18_00:00:06,4.455,-74.826,7263.5,-3.412,11.389
4174,2020-08-18_00:00:06,4.536,-74.826,4736.8,0.000,6.375
